2016-07-22-01:55,중앙역(2번출구),3
2016-07-22-01:55,신 안산대학교,9
2016-07-22-01:55,신길초등학교,4
2016-07-22-01:55,중앙역(신도시),0
2016-07-22-01:55,상록구노인복지회관,2
2016-07-22-01:55,준공업단지사거리,9
2016-07-22-01:55,당곡 운동장,4
2016-07-22-01:55,성안중학교,20
2016-07-22-01:55,기업은행 반월지점,9
2016-07-22-01:55,선부고등학교,12
2016-07-22-01:55,단원구노인복지회관,12
2016-07-22-01:55,송호고등학교,6
2016-07-22-01:55,사동 GS주유소,16
2016-07-22-01:55,반월공원,15
2016-07-22-01:55,다농마트사거리,0
2016-07-22-01:55,초지역,4
2016-07-22-01:55,한양대앞역(환승주차장),9
2016-07-22-01:55,호수공원 APT,0
2016-07-22-01:55,중앙도서관,8
2016-07-22-01:55,한양대앞역(농수산물 도매시장),1
2016-07-22-01:55,노적봉사거리,8
2016-07-22-01:55,선부1동 주민센터,16
2016-07-22-01:55,강서고,11
2016-07-22-01:55,송호중학교,0
2016-07-22-01:55,검찰청정문,1
2016-07-22-01:55,이동 주민센터,18
2016-07-22-01:55,부곡종합시장,20
2016-07-22-01:55,안산디자인문화고등학교,6
2016-07-22-01:55,원곡본동 주민센터,3
2016-07-22-01:55,일동주민센터,17
2016-07-22-01:55,월피동 광덕시장,5
2016-07-22-01:55,안산 식물원,15
2016-07-22-01:55,고잔역(신도시),0
2016-07-22-01:55,관산도서관,0
2016-07-22-01:55,화랑유원지 제2주차장,3
2016-07-22-01:55,와스타디움(롯데마트),0
2016-07-22-01:55,고잔1동주민센터,15
2016-07-22-01:55,와동체육공원,11
2016-07-22-01:55,안산대학교,8
2016-07-22-01:55,은하수공원,15
2016-07-22-01:55,단원미술관,0
2016-07-22-01:55,와동 주민센터,20
2016-07-22-01:55,다문화 지원센터,16
2016-07-22-01:55,부곡도서관,11
2016-07-22-01:55,수변공원,6
2016-07-22-01:55,산업단지공단 경기지역본부,1
2016-07-22-01:55,조각공원,14
2016-07-22-01:55,감골시민홀,13
2016-07-22-01:55,군자주공13단지,14
2016-07-22-01:55,사3동주민센터,36
2016-07-22-01:55,고잔역(고대병원),0
2016-07-22-01:55,그린빌 10단지,8
2016-07-22-01:55,반월역,0
2016-07-22-01:55,성포중학교,16
2016-07-22-01:55,원곡2동 베스트 플라자,14
2016-07-22-01:55,관산중학교,1
2016-07-22-01:55,사2동주민센터,22
2016-07-22-01:55,U-정보센터,11
2016-07-22-01:55,단원구청,8
2016-07-22-01:55,선부동 롯데마트,17
2016-07-22-01:55,상록수역(1번출구),7
2016-07-22-01:55,올림픽 기념관,6
2016-07-22-01:55,중앙역맞은편,0
2016-07-22-01:55,초지동 이마트,5
2016-07-22-01:55,대부도관광안내소,0
2016-07-22-01:55,서울예술대학,7
2016-07-22-01:55,사세충열문사거리,4
2016-07-22-01:55,광덕고,6
2016-07-22-01:55,수암보도육교,4
2016-07-22-01:55,25시 문화광장(CGV 앞),1
2016-07-22-01:55,원시역(두산동아),2
2016-07-22-01:55,본오1동 주민센터,14
2016-07-22-01:55,한양대 기숙사,10
2016-07-22-01:55,양지중학교,7
2016-07-22-01:55,신길고 사거리,7
2016-07-22-01:55,석수골운동장,8
2016-07-22-01:55,상록수역(2번출구),12
2016-07-22-01:55,충효입구삼거리,19
2016-07-22-01:55,월피동주민센터,16
2016-07-22-01:55,안산시 환경교통국,2
2016-07-22-01:55,시외버스터미널(터미널사거리),1
2016-07-22-01:55,안산시청,0
2016-07-22-01:55,안산역,16
2016-07-22-01:55,시화호조력발전소,10
2016-07-22-01:55,성포동 경일초교 사거리,2
2016-07-22-01:55,상록구청,17
2016-07-22-01:55,대부바다향기 테마파크,13
2016-07-22-01:55,월피동 한양 APT,20
2016-07-22-01:55,한양대사거리,14
2016-07-22-01:55,건건천복개주차장,7
2016-07-22-01:55,본오동한양아파트,10
2016-07-22-01:55,중앙주유소사거리,5
2016-07-22-01:55,와동 면허시험장,6
2016-07-22-01:55,선부동 벽산블루밍,17
2016-07-22-01:55,본오2차아파트,15
2016-07-22-01:55,한양연립,15
2016-07-22-01:55,둔배미공원,9
2016-07-22-01:55,비츠로테크 맞은편,4
2016-07-22-01:55,안산문화광장,2
2016-07-22-01:55,본오중학교,10
2016-07-22-01:55,수암동거주자우선주차장,3
2016-07-22-01:56,중앙역(2번출구),3
2016-07-22-01:56,신 안산대학교,9
2016-07-22-01:56,신길초등학교,4
2016-07-22-01:56,중앙역(신도시),0
2016-07-22-01:56,상록구노인복지회관,2
2016-07-22-01:56,준공업단지사거리,9
2016-07-22-01:56,당곡 운동장,4
2016-07-22-01:56,성안중학교,20
2016-07-22-01:56,기업은행 반월지점,9
2016-07-22-01:56,선부고등학교,12
2016-07-22-01:56,단원구노인복지회관,12
2016-07-22-01:56,송호고등학교,6
2016-07-22-01:56,사동 GS주유소,16
2016-07-22-01:56,반월공원,15
2016-07-22-01:56,다농마트사거리,0
2016-07-22-01:56,초지역,4
2016-07-22-01:56,한양대앞역(환승주차장),9
2016-07-22-01:56,호수공원 APT,0
2016-07-22-01:56,중앙도서관,8
2016-07-22-01:56,한양대앞역(농수산물 도매시장),1
2016-07-22-01:56,노적봉사거리,8
2016-07-22-01:56,선부1동 주민센터,16
2016-07-22-01:56,강서고,11
2016-07-22-01:56,송호중학교,0
2016-07-22-01:56,검찰청정문,1
2016-07-22-01:56,이동 주민센터,18
2016-07-22-01:56,부곡종합시장,20
2016-07-22-01:56,안산디자인문화고등학교,6
2016-07-22-01:56,원곡본동 주민센터,3
2016-07-22-01:56,일동주민센터,17
2016-07-22-01:56,월피동 광덕시장,5
2016-07-22-01:56,안산 식물원,15
2016-07-22-01:56,고잔역(신도시),0
2016-07-22-01:56,관산도서관,0
2016-07-22-01:56,화랑유원지 제2주차장,3
2016-07-22-01:56,와스타디움(롯데마트),0
2016-07-22-01:56,고잔1동주민센터,15
2016-07-22-01:56,와동체육공원,11
2016-07-22-01:56,안산대학교,8
2016-07-22-01:56,은하수공원,15
2016-07-22-01:56,단원미술관,0
2016-07-22-01:56,와동 주민센터,20
2016-07-22-01:56,다문화 지원센터,16
2016-07-22-01:56,부곡도서관,11
2016-07-22-01:56,수변공원,6
2016-07-22-01:56,산업단지공단 경기지역본부,1
2016-07-22-01:56,조각공원,14
2016-07-22-01:56,감골시민홀,13
2016-07-22-01:56,군자주공13단지,14
2016-07-22-01:56,사3동주민센터,36
2016-07-22-01:56,고잔역(고대병원),0
2016-07-22-01:56,그린빌 10단지,9
2016-07-22-01:56,반월역,0
2016-07-22-01:56,성포중학교,16
2016-07-22-01:56,원곡2동 베스트 플라자,14
2016-07-22-01:56,관산중학교,1
2016-07-22-01:56,사2동주민센터,22
2016-07-22-01:56,U-정보센터,11
2016-07-22-01:56,단원구청,8
2016-07-22-01:56,선부동 롯데마트,17
2016-07-22-01:56,상록수역(1번출구),7
2016-07-22-01:56,올림픽 기념관,6
2016-07-22-01:56,중앙역맞은편,0
2016-07-22-01:56,초지동 이마트,5
2016-07-22-01:56,대부도관광안내소,0
2016-07-22-01:56,서울예술대학,7
2016-07-22-01:56,사세충열문사거리,4
2016-07-22-01:56,광덕고,6
2016-07-22-01:56,수암보도육교,4
2016-07-22-01:56,25시 문화광장(CGV 앞),1
2016-07-22-01:56,원시역(두산동아),2
2016-07-22-01:56,본오1동 주민센터,14
2016-07-22-01:56,한양대 기숙사,10
2016-07-22-01:56,양지중학교,7
2016-07-22-01:56,신길고 사거리,7
2016-07-22-01:56,석수골운동장,8
2016-07-22-01:56,상록수역(2번출구),12
2016-07-22-01:56,충효입구삼거리,19
2016-07-22-01:56,월피동주민센터,16
2016-07-22-01:56,안산시 환경교통국,2
2016-07-22-01:56,시외버스터미널(터미널사거리),1
2016-07-22-01:56,안산시청,0
2016-07-22-01:56,안산역,16
2016-07-22-01:56,시화호조력발전소,10
2016-07-22-01:56,성포동 경일초교 사거리,2
2016-07-22-01:56,상록구청,17
2016-07-22-01:56,대부바다향기 테마파크,13
2016-07-22-01:56,월피동 한양 APT,20
2016-07-22-01:56,한양대사거리,14
2016-07-22-01:56,건건천복개주차장,7
2016-07-22-01:56,본오동한양아파트,10
2016-07-22-01:56,중앙주유소사거리,5
2016-07-22-01:56,와동 면허시험장,6
2016-07-22-01:56,선부동 벽산블루밍,17
2016-07-22-01:56,본오2차아파트,15
2016-07-22-01:56,한양연립,15
2016-07-22-01:56,둔배미공원,9
2016-07-22-01:56,비츠로테크 맞은편,4
2016-07-22-01:56,안산문화광장,2
2016-07-22-01:56,본오중학교,10
2016-07-22-01:56,수암동거주자우선주차장,3
